Wilayah,Provinsi,Kabupaten/Kota,Nama Wisata,Rating,Reviews,Jenis Wisata,Latitude,Longitude
Sumatra,Aceh,Gayo Lues,Taman Bermain Anak Komplek Perkantoran,4.4,21,Taman,4.036546961,97.29114655
Sumatra,Aceh,Gayo Lues,MENARA PANDANG OBJEK WISATA AGUSEN,3.7,7,Bukit,3.905541316,97.43362549
Sumatra,Aceh,Gayo Lues,Tugu Kota Blangkejeren,4.2,246,Monumen,4.025587813,97.46315125
Sumatra,Aceh,Nagan Raya,Krueng Isep,3.4,20,Air,4.265701413,96.57875061
Sumatra,Aceh,Nagan Raya,Masjid Agung Baitul A'la (Masjid Giok Nagan Raya),4.7,239,Religi,4.198593646,96.41532898
Sumatra,Aceh,Nagan Raya,Taman Drs. H.T. Zulkarnaini,4.6,14,Taman,4.182158208,96.38648987
Sumatra,Aceh,Nagan Raya,Puncak Gunung Singgah Mata,4.9,22,Bukit,4.438237103,96.47575378
Sumatra,Aceh,Nagan Raya,Pantai Naga Permai,4,92,Air,4.09757876,96.2677002
Sumatra,Aceh,Nagan Raya,Pantai Lhok Raja,4.4,91,Air,4.090729827,96.24092102
Sumatra,Aceh,Nagan Raya,WISATA DANAU LAOT TADU,4.1,12,Air,4.031997837,96.38271332
Sumatra,Aceh,Nagan Raya,Alue Gantung,4.6,13,Air,4.295274215,96.48761884
Sumatra,Aceh,Nagan Raya,Pante Suak Dama,5,4,Air,3.871609878,96.47276157
Sumatra,Aceh,Pidie,Gunung Taleuk,4.6,36,Bukit,5.144139012,96.03577023
Sumatra,Aceh,Pidie,Air Terjun Meuriam,4.5,20,Air,4.984091206,96.11404782
Sumatra,Aceh,Pidie,Air Terjun Kilonam,5,2,Air,4.829222578,96.09348171
Sumatra,Aceh,Pidie,Air Terjun Kuala Panteu,3.3,11,Air,5.107396515,95.85037015
Sumatra,Aceh,Pidie,JAMBO ADVENTURE,5,9,Air,4.946820117,96.04846708
Sumatra,Aceh,Pidie,Masjid Raudhaturrahman Padang Tiji,4.7,917,Religi,5.376926328,95.8553569
Sumatra,Aceh,Pidie,Tui Jerenge Padang Tiji,4.7,27,Air,5.405554209,95.79523451
Sumatra,Aceh,Pidie,WISATA ALAM GEUNIE Family,4.3,8,Air,5.193836144,95.86294485
Sumatra,Aceh,Pidie,Taman Bunga Geunie,4.1,58,Taman,5.185294888,95.87034641
Sumatra,Aceh,Pidie,Gunung Peuet Sagoe,4.1,39,Bukit,4.919244158,96.34027709
Sumatra,Aceh,Pidie,Gunung Apui,3,8,Bukit,4.904796353,96.29304022
Sumatra,Aceh,Pidie,Rumoh Geudong Aceh,4.6,25,Monumen,5.245265041,96.03264795
Sumatra,Aceh,Pidie Jaya,Kareung Gla Tourism Spot,4,40,Air,5.172270519,96.10233987
Sumatra,Aceh,Pidie Jaya,Masjid Besar At Taqarrub,4.7,619,Religi,5.260104447,96.1881201
Sumatra,Aceh,Pidie Jaya,PANTAI PASI PUSONG,4.9,10,Air,5.291134278,96.0974358
Sumatra,Aceh,Pidie Jaya,Air TERJUN SARAH MANE,3.9,7,Air,5.100861945,96.25382324
Sumatra,Aceh,Pidie Jaya,RAWEU,5,2,Bukit,5.062903415,96.26501422
Sumatra,Aceh,Pidie Jaya,Kolam Jeulanga Mata Ie,4,29,Air,5.173200854,96.32267305
Sumatra,Aceh,Pidie Jaya,Pantai Pasi Aroen,3.9,75,Air,5.233310112,96.32059983
Sumatra,Aceh,Pidie Jaya,Wisata Krueng Blang Awe,4.6,10,Air,5.211807007,96.25484366
Sumatra,Aceh,Pidie Jaya,Museum Pidie Jaya,4.5,15,Monumen,5.230505401,96.24486875
Sumatra,Aceh,Pidie Jaya,Pantai Meurah Seutia (MANOHARA),4.2,257,Air,5.263495007,96.25823737
Sumatra,Aceh,Pidie Jaya,Pantai Tringgadeng Desa Sagoe,3.9,7,Air,5.262365387,96.18117631
Sumatra,Aceh,Simeulue,Wisata Batu Siambung-Ambung,4.5,97,Air,2.829030902,95.76672326
Sumatra,Aceh,Simeulue,Pantai Layabaung city,4,4,Air,2.786509987,96.13751183
Sumatra,Aceh,Simeulue,Pantai Ujung Alawa,4.6,16,Air,2.837962996,95.97367205
Sumatra,Aceh,Simeulue,Pantai Nasreuhe,4.5,4,Air,2.626716738,95.92217364
Sumatra,Aceh,Simeulue,Air Terjun Putra jaya,5,4,Air,2.600651353,96.07804217
Sumatra,Aceh,Simeulue,Danau Air tawar teluk dalam,4.8,5,Air,2.619857478,96.0588161
Sumatra,Aceh,Simeulue,Wisata Pulau Pinang,4.3,40,Air,2.66581379,96.24764361
Sumatra,Aceh,Simeulue,Pantai Ganting,4.2,81,Air,2.559494385,96.39595904
Sumatra,Aceh,Simeulue,Pantai Nancala,4.2,23,Air,2.475804503,96.24970355
Sumatra,Aceh,Simeulue,Pulau Mincau,4.9,15,Air,2.367411415,96.23734393
Sumatra,Aceh,Simeulue,Wisata Mangrove Jembatan Pelangi Bulu Hadek,4,4,Air,2.67462578,96.13345876
Sumatra,Aceh,Simeulue,Jembatan Pelangi Bulu Hadik,5,2,Air,2.662279563,96.12521901
Sumatra,Aceh,Banda Aceh,Museum PLTD Apung,4.6,8679,Monumen,5.548270915,95.31794892
Sumatra,Aceh,Banda Aceh,Tugu Titik Nol | Kota Banda Aceh,4.4,511,Monumen,5.586486738,95.32040286
Sumatra,Aceh,Banda Aceh,Makam Syiah Kuala,4.5,154,Monumen,5.594531857,95.33296126
Sumatra,Aceh,Banda Aceh,Masjid Jami' Darussalam,4.8,933,Religi,5.572694848,95.38088527
Sumatra,Aceh,Banda Aceh,Pantai Alue Naga,4.3,379,Air,5.60645567,95.35446932
Sumatra,Aceh,Banda Aceh,Pantai Ulee Lheue,4.5,576,Air,5.565188188,95.2971626
Sumatra,Aceh,Banda Aceh,Masjid Jami' Baiturrahim - Ulee Lheue,4.7,2858,Religi,5.557717351,95.28619204
Sumatra,Aceh,Banda Aceh,Stadion Harapan Bangsa,4.6,706,Taman,5.523881891,95.32653771
Sumatra,Aceh,Banda Aceh,Museum Tsunami Aceh,4.6,11438,Monumen,5.548881526,95.31903154
Sumatra,Aceh,Banda Aceh,Masjid Raya Baiturrahman,4.9,26621,Religi,5.559101457,95.33813389
Sumatra,Aceh,Banda Aceh,Taman Sulthanah Safiatuddin Banda Aceh,4.4,1691,Taman,5.570991942,95.34186263
Sumatra,Aceh,Banda Aceh,Ulee Lheue Beach,4.4,3637,Air,5.561075024,95.28955221
Sumatra,Aceh,Banda Aceh,Museum Aceh,4.6,2101,Monumen,5.549969769,95.32782186
Sumatra,Aceh,Banda Aceh,Taman Putroe Phang,4.4,812,Taman,5.547834057,95.32026875
Sumatra,Aceh,Banda Aceh,Hutan Kota BNI Banda Aceh,4.3,967,Taman,5.585994706,95.35375658
Sumatra,Aceh,Banda Aceh,Tugu Simpang Lima,4.6,1332,Monumen,5.557269897,95.32966162
Sumatra,Aceh,Banda Aceh,Blang Padang Banda Aceh,4.6,1767,Taman,5.552437562,95.31839104
Sumatra,Aceh,Banda Aceh,Monumen Aceh Thanks to the World,4.7,121,Monumen,5.552101477,95.30609484
Sumatra,Aceh,Banda Aceh,Rumah Adat Aceh,3.8,8,Monumen,5.548301059,95.32377733
Sumatra,Aceh,Langsa,Taman Hutan Kota Langsa,4.4,2480,Taman,4.492628955,97.94942077
Sumatra,Aceh,Langsa,Vitra Tirta Raya WaterBoom,4.3,525,Air,4.491064109,97.97178852
Sumatra,Aceh,Langsa,Lapangan Merdeka Langsa,4.5,1453,Taman,4.471918931,97.96810961
Sumatra,Aceh,Langsa,Hutan Lindung Langsa,4.4,25,Taman,4.487291147,97.9439133
Sumatra,Aceh,Langsa,Wisata Hutan Mangrove Kota Langsa,4.3,675,Taman,4.522641271,98.01946337
Sumatra,Aceh,Langsa,Wisata Pantai Buatan Kuala Langsa,4.2,165,Air,4.520159927,98.01933462
Sumatra,Aceh,Langsa,Royal Waterboom Langsa,4,148,Air,4.473031227,97.95906235
Sumatra,Aceh,Langsa,Mutiara Water Park,4.2,957,Air,4.494890426,97.94762857
Sumatra,Aceh,Langsa,Kebun Villa Indah,4,64,Taman,4.473426992,97.90515724
Sumatra,Aceh,Langsa,Tower Hutan Mangrove Kota Langsa,4.6,52,Taman,4.526243269,98.01862614
Sumatra,Aceh,Langsa,Tugu Simpang 4 Matang Seulimeng,4.3,212,Monumen,4.481615838,97.97685906
Sumatra,Aceh,Langsa,Museum Kota Langsa,4.7,26,Monumen,4.471946562,97.97067925
Sumatra,Aceh,Langsa,Tugu Simpang Comodore Langsa,4.2,1449,Monumen,4.503369882,97.95273431
Sumatra,Aceh,Langsa,Taman Krueng Langsa,4.2,65,Taman,4.469170965,97.97304103
Sumatra,Aceh,Langsa,Menara Pandang Hutan Mangrove Kota Langsa,4.4,186,Taman,4.525309122,98.01717308
Sumatra,Aceh,Langsa,Rekreasi alam terbuka,4.6,11,Taman,4.516196593,98.01399735
Sumatra,Aceh,Langsa,Taman Stasiun Kota Langsa,4.2,27,Taman,4.4734029,97.96606762
Sumatra,Aceh,Langsa,Lapangan belakang,4.1,708,Taman,4.46951485,97.96525524
Sumatra,Aceh,Langsa,Pulau Pusong,4.2,53,Air,4.553993585,98.07032828
Sumatra,Aceh,Langsa,Pantai Muara Tanjung,4.2,17,Air,4.532368302,98.00952447
Sumatra,Aceh,Lhokseumawe,Pantai Pulau Seumadu,3.7,150,Air,5.237123343,97.07867517
Sumatra,Aceh,Lhokseumawe,Taman Riyadhah,4.2,901,Taman,5.190459931,97.17293564
Sumatra,Aceh,Lhokseumawe,Pantai Ujong Blang,4.2,1511,Air,5.206420034,97.15223322
Sumatra,Aceh,Lhokseumawe,Waduk Jeulikat,4.1,1247,Air,5.149728006,97.09232088
Sumatra,Aceh,Lhokseumawe,Waduk Kota Lhokseumawe,4,8,Air,5.166044112,97.15077663
Sumatra,Aceh,Lhokseumawe,Museum Kota Lhokseumawe,4.2,146,Monumen,5.182174683,97.13584042
Sumatra,Aceh,Lhokseumawe,Bukit Mns. Blang Kandang,4.9,7,Bukit,5.159818427,97.13121602
Sumatra,Aceh,Lhokseumawe,Bukit Goa Jepang,4.1,115,Bukit,5.211821886,97.10346961
Sumatra,Aceh,Lhokseumawe,Taman Seribu Janji,3.7,11,Taman,5.185053113,97.11146597
Sumatra,Aceh,Lhokseumawe,Islamic Center Lhokseumawe,4.7,2862,Religi,5.181407099,97.15000265
Sumatra,Aceh,Lhokseumawe,Taman Ngieng Jioh,4,1,Taman,5.210478677,97.10472205
Sumatra,Aceh,Lhokseumawe,"Pantai Kuala, Meuraksa",4.6,16,Air,5.152334183,97.16165999
Sumatra,Aceh,Lhokseumawe,Waterboom Taman Mangat Ceria,4,894,Air,5.1115531,97.13285382
Sumatra,Aceh,Lhokseumawe,Pantai Jomblang,4.3,41,Air,5.209820556,97.13917638
Sumatra,Aceh,Sabang,Anoi Itam Beach,4.4,191,Air,5.843523298,95.39089805
Sumatra,Aceh,Sabang,Wisata Gua Sarang,4.6,1099,Bukit,5.831569315,95.23880607
Sumatra,Aceh,Sabang,Merah Putih Tower,4.6,698,Monumen,5.903972377,95.33184653
Sumatra,Aceh,Sabang,Taman I Love Sabang,4.6,877,Taman,5.883481899,95.31983024
Sumatra,Aceh,Sabang,Gapang Beach,4.5,35,Air,5.860599973,95.27828818
Sumatra,Aceh,Sabang,Pantai Sumur Tiga,4.3,26,Air,5.897483808,95.35519248
Sumatra,Aceh,Sabang,Pantai Iboih,4.6,2484,Air,5.872979879,95.25772145
Sumatra,Aceh,Sabang,TUGU GARUDA IBOIH SABANG,4.1,15,Monumen,5.872241424,95.25384958
Sumatra,Aceh,Sabang,Pulau Rubiah,4.9,15,Air,5.882850457,95.25826629
Sumatra,Aceh,Sabang,Pria Laot Waterfall,4.2,176,Air,5.832043905,95.3069222
Sumatra,Aceh,Sabang,PUNCAK BALOHAN HILL,4.7,36,Bukit,5.827433019,95.3718102
Sumatra,Aceh,Sabang,Pasir Putih Beach,4.5,151,Air,5.783200746,95.31052709
Sumatra,Aceh,Sabang,Pantai Paradiso Sabang,4.5,391,Air,5.898812105,95.30846715
Sumatra,Aceh,Sabang,Benteng Jepang Anoi Itam,4.6,1055,Monumen,5.850284284,95.37921309
Sumatra,Aceh,Subulussalam,Air Terjun Silangit-langit,4.5,23,Air,3.033740926,98.78665232
Sumatra,Aceh,Subulussalam,Air Terjun SKPC,4.3,112,Air,2.664347824,98.0726858
Sumatra,Aceh,Subulussalam,Lapangan Sada Kata Kota Subulussalam,4.3,254,Taman,2.677472243,98.02473164
Sumatra,Aceh,Subulussalam,Air Terjun Penuntungan,3.7,7,Air,2.663727319,98.05094091
Sumatra,Aceh,Subulussalam,Lapangan Beringin,4,376,Taman,2.644745983,97.97788256
Sumatra,Aceh,Subulussalam,Pemandian Namo Sampuren,4.5,23,Air,2.652600364,98.08140919
Sumatra,Aceh,Subulussalam,Waterfall Lae Impal Penanggalan Kota Subulussalam,4.2,11,Air,2.600564164,98.0322668
Sumatra,Aceh,Subulussalam,Air Terjun Sampuren Kedabuhen,4.4,5,Air,2.61267341,98.13743151
Sumatra,Aceh,Subulussalam,Pemandian Gajah Putih Babah Luhung,4,1,Air,2.725905501,98.02964588
Sumatra,Sumatera Utara,Subulussalam,"Wisata Sikelang, di subussalam Kampong ta",4.4,27,Air,2.619226628,98.07309479
Sumatra,Sumatera Utara,Asahan,Taman Wisata Danau Kelapa Gading,4.1,421,Air,2.99586731,99.4840943
Sumatra,Sumatera Utara,Asahan,Air Terjun Jambuara Indah,4,131,Air,2.807643423,99.16933404
Sumatra,Sumatera Utara,Asahan,Air Terjun Ponot,4.4,1093,Air,2.575813473,99.17345392
Sumatra,Sumatera Utara,Asahan,Air Terjun Simonang Monang,4,21,Air,2.655381363,99.52364312
Sumatra,Sumatera Utara,Asahan,WISATA ALAM BEDENG 7,4.1,219,Air,2.627944731,99.39455377
Sumatra,Sumatera Utara,Asahan,Hutan Kota Kisaran,4.4,275,Taman,3.01748541,99.46733819
Sumatra,Sumatera Utara,Asahan,Waterboom Ragil,4,522,Air,2.995542998,99.47008477
Sumatra,Sumatera Utara,Asahan,Air Terjun Unong Sissapa,4.3,11,Air,2.793926917,99.36708795
Sumatra,Sumatera Utara,Asahan,Waterboom Blue,3.6,147,Air,3.02022818,99.71453058
Sumatra,Sumatera Utara,Asahan,Danau Teratai,3.7,35,Air,2.889939046,99.4357525
Sumatra,Sumatera Utara,Asahan,WISATA ALAM SURENG (WAS),4.3,30,Taman,2.980457334,99.50304376
Sumatra,Sumatera Utara,Asahan,Pantai Simallo,4,22,Air,2.754148148,99.39730035
Sumatra,Sumatera Utara,Asahan,Pantai Pasir Putih Geseran Naga,3.3,41,Air,2.965371463,99.86833917
Sumatra,Sumatera Utara,Asahan,Arung Jeram Sungai Asahan (Asahan River Rafting),4.6,150,Air,2.578557277,99.34099542
Sumatra,Sumatera Utara,Asahan,Pansur Napitu,4.3,63,Air,2.659496805,99.36846124
Sumatra,Sumatera Utara,Asahan,LOMBANG GAROGA (Logar),5,6,Air,2.710252792,99.43300592
Sumatra,Sumatera Utara,Asahan,Air Terjun Turbo ( Turunan Bolon ),4.5,17,Air,2.721226781,99.14873468
Sumatra,Sumatera Utara,Asahan,Air Terjun Sigura-Gura,4.4,258,Air,2.55660668,99.30391656
Sumatra,Sumatera Utara,Asahan,Wisata Alam Gua Sigalapang,4.5,77,Air,2.567582026,99.45497857
Sumatra,Sumatera Utara,Asahan,Wisata Lau Silo,4.3,23,Taman,2.995542997,99.60604059
Sumatra,Sumatera Utara,Asahan,Wisata Alam Mangrove Desa Silo Baru,4.4,57,Taman,3.109364412,99.79143487
Sumatra,Sumatera Utara,Asahan,DMandor Waterpark Sukadamai,4.8,20,Air,2.987177306,99.54629846
Sumatra,Sumatera Utara,Asahan,Alun Alun Kota Kisaran,4.5,2651,Taman,2.990522828,99.61083777
Sumatra,Sumatera Utara,Asahan,Masjid Agung H. Achmad Bakrie Kisaran,4.8,4202,Religi,2.988658551,99.61111672
Sumatra,Sumatera Utara,Asahan,Rambate Rata Raya,4.5,54,Taman,2.985390702,99.62901242
Sumatra,Sumatera Utara,Asahan,Taman Buddha,4.2,50,Taman,2.97018392,99.63538964
Sumatra,Sumatera Utara,Asahan,Wisata Air TERJUN PANTE PADAS,4.2,53,Air,2.668066233,99.49873851
Sumatra,Sumatera Utara,Asahan,Puncak Bukit Galau,4.8,6,Bukit,2.604003757,99.46212462
Sumatra,Sumatera Utara,Asahan,PUNCAK GUNUNG DOLOK SIMANUKMANUK,4.2,6,Bukit,2.576514321,99.10955664
Sumatra,Sumatera Utara,Asahan,Doge Waterpark,4.7,29,Air,2.774149928,99.36204415
Sumatra,Sumatera Utara,Asahan,Air Terjun Eak Tarum (TPA),3.8,12,Air,2.747390376,99.41163311
Sumatra,Sumatera Utara,Asahan,BUKIT Monstrac Kebun Huta Padang PTPN III,4.1,7,Bukit,2.887303894,99.43107532
Sumatra,Sumatera Utara,Asahan,Air Terjun Taga Hambing,4.2,29,Air,2.663238887,99.41940893
Sumatra,Sumatera Utara,Batu Bara,Singapore Land Waterpark Batu Bara,4.1,1884,Air,3.117550133,99.5844706
Sumatra,Sumatera Utara,Batu Bara,Istana Niat Lima Laras,4.2,278,Monumen,3.204587382,99.60156146
Sumatra,Sumatera Utara,Batu Bara,Pantai Bunga Laut Batu Bara,4.2,129,Air,3.234066543,99.57186404
Sumatra,Sumatera Utara,Batu Bara,Pantai Galuh Indah Permai,3.7,26,Air,3.230638778,99.60001651
Sumatra,Sumatera Utara,Batu Bara,Pulau Pandang,3,2,Air,3.225497108,99.58233539
Sumatra,Sumatera Utara,Batu Bara,Wisata Alam Datuk,3.9,1144,Air,3.347515153,99.48030094
Sumatra,Sumatera Utara,Batu Bara,Batu Bara Mangrove Park,4.1,73,Taman,3.269196653,99.52888111
Sumatra,Sumatera Utara,Batu Bara,Taman Wisata Wak Alang,4.4,5,Taman,3.192414593,99.47635273
Sumatra,Sumatera Utara,Batu Bara,PEMANDIAN Air PANAS TELUK SIBAYAN,4.3,549,Air,3.167415405,99.44057107
Sumatra,Sumatera Utara,Batu Bara,Dogi Park Waterboom Indrapura,4,1307,Air,3.292529117,99.37533975
Sumatra,Sumatera Utara,Batu Bara,Pantai sujono,2.5,96,Air,3.387982053,99.40950036
Sumatra,Sumatera Utara,Batu Bara,Alam Wisata Danau Laut Tador,3.5,36,Air,3.268164602,99.24244314
Sumatra,Sumatera Utara,Batu Bara,Titi Jodoh,4.5,57,Monumen,3.412145275,99.32005704
Sumatra,Sumatera Utara,Batu Bara,WISATA SAWAH RAJA,4.8,22,Taman,3.357253492,99.36601295
Sumatra,Sumatera Utara,Batu Bara,Pantai Jono/Perjuangan,3.5,444,Air,3.386124683,99.40948521
Sumatra,Sumatera Utara,Batu Bara,Pantai Sejarah Pantai Perupuk,3.9,288,Air,3.266501728,99.53033782
Sumatra,Sumatera Utara,Batu Bara,Pantai Bunga Laut,3.9,143,Air,3.233462777,99.57315085
Sumatra,Sumatera Utara,Batu Bara,Banyuwangi Water Park,3.8,175,Air,3.166524582,99.41774239
Sumatra,Sumatera Utara,DAiri,Air terjun Lae Pendaroh,4,49,Air,2.734488745,98.38207502
Sumatra,Sumatera Utara,DAiri,Taman Firdaus Kab. DAiri,4.3,167,Taman,2.736269009,98.37826739
Sumatra,Sumatera Utara,DAiri,Taman Wisata Iman,4.3,545,Taman,2.732425255,98.38284464
Sumatra,Sumatera Utara,DAiri,Pemandian Alam Lau Timah,4.3,70,Air,3.087818892,98.05731225
Sumatra,Sumatera Utara,DAiri,Penatapan Puncak Sidiangkat,4.2,292,Bukit,2.699099173,98.3035394
Sumatra,Sumatera Utara,DAiri,Taman Wisata Danau II Sicike-cike,4.2,42,Air,2.652319151,98.38045808
Sumatra,Sumatera Utara,DAiri,Wisata Mata Air Pangiringan,4.6,23,Air,2.622038498,98.48592205
Sumatra,Sumatera Utara,DAiri,Aek Sipaulak Hosa Loja,4.6,108,Taman,2.800940805,98.5013974
Sumatra,Sumatera Utara,DAiri,Tugu Makam Raja Silalahisabungan,4.5,854,Monumen,2.812607125,98.52840608
Sumatra,Sumatera Utara,DAiri,Batu Sigadap,4.7,17,Monumen,2.801388018,98.52763955
Sumatra,Sumatera Utara,DAiri,Pantai Silalahi,4.4,351,Air,2.794762511,98.52781644
Sumatra,Sumatera Utara,DAiri,Danau Buatan,4.2,32,Air,2.708604757,98.46650981
Sumatra,Sumatera Utara,DAiri,Air Terjun Siringo,4.5,117,Air,2.773177116,98.5527984
Sumatra,Sumatera Utara,DAiri,Bukit cinta,4.1,42,Bukit,2.762717989,98.53374399
Sumatra,Sumatera Utara,DAiri,Bukit Siattaratas,4.7,205,Bukit,2.818504317,98.52324176
Sumatra,Sumatera Utara,DAiri,Pantai Gajah Tidur Paropo Silalahi,4.1,8,Air,2.831838404,98.52671769
Sumatra,Sumatera Utara,DAiri,Paropo Tepian Danau Toba,4.7,135,Bukit,2.862601301,98.52269882
Sumatra,Sumatera Utara,DAiri,PANTAI LATERSIA SIMEHULI,5,6,Air,2.831534726,98.52135348
Sumatra,Sumatera Utara,DAiri,Gunung Sibuatan,4.3,381,Bukit,2.918636006,98.42325429
Sumatra,Sumatera Utara,DAiri,Lembaga Kebudayaan Pakpak (LKP),4,44,Monumen,2.753431876,98.31182265
Sumatra,Sumatera Utara,Deli Serdang,The Le Hu Garden,4.1,3737,Taman,3.48647598,98.69361663
Sumatra,Sumatera Utara,Deli Serdang,Museum Daerah Deli Serdang,4.4,278,Monumen,3.558894929,98.86592884
Sumatra,Sumatera Utara,Deli Serdang,Taman Rekreasi dan Rumah Susu Lachio,4.4,269,Taman,3.438676299,98.70996517
Sumatra,Sumatera Utara,Deli Serdang,T.GARDEN Little Bali in Medan,4.2,1155,Taman,3.470056882,98.63157505
Sumatra,Sumatera Utara,Deli Serdang,Pemandian Alam Tirta Sayum Sabah,4.4,293,Air,3.355533162,98.60258704
Sumatra,Sumatera Utara,Deli Serdang,TAMAN ALAMTA JAYA,4,210,Taman,3.526702304,98.54297788
Sumatra,Sumatera Utara,Deli Serdang,WISATA ALAM KASIH,4.4,89,Air,3.292459509,98.5215249
Sumatra,Sumatera Utara,Deli Serdang,Pemandian Sikabung-kabung,4.6,37,Air,3.34455706,98.53319788
Sumatra,Sumatera Utara,Deli Serdang,Air Terjun Pelangi Indah,4.2,117,Air,3.206766842,98.69112634
Sumatra,Sumatera Utara,Deli Serdang,Pantai Salju,4,531,Air,3.311653663,98.81197595
Sumatra,Sumatera Utara,Deli Serdang,Wisata Dua Rasa,4.4,59,Air,3.24790023,98.60254907
Sumatra,Sumatera Utara,Deli Serdang,Agrowisata Paloh Naga,4.4,362,Taman,3.637960978,98.93163952
Sumatra,Sumatera Utara,Deli Serdang,Pantai Putra Deli,3.9,117,Air,3.682501892,98.91516003
Sumatra,Sumatera Utara,Deli Serdang,Wisata Kampong Lama,4.5,119,Taman,3.64207254,98.92202648
Sumatra,Sumatera Utara,Deli Serdang,Air Terjun Sampuren Putih,4.3,137,Air,3.27863237,98.59780352
Sumatra,Sumatera Utara,Deli Serdang,Taman Buah Lubuk Pakam,4.5,699,Taman,3.546313166,98.87077296
Sumatra,Sumatera Utara,Deli Serdang,Pemandian umum Putri hijau,4.5,28,Air,3.491485098,98.66134608
Sumatra,Sumatera Utara,Deli Serdang,Wisata Punden Rejo,4.3,319,Taman,3.553950766,98.82378839
Sumatra,Sumatera Utara,Deli Serdang,Objek wisata sungai 2 Rasa,4.1,21,Air,3.253458172,98.62107538
Sumatra,Sumatera Utara,Deli Serdang,Pemandian Alam Loknya,4.1,93,Air,3.271282022,98.55309747
Sumatra,Sumatera Utara,Deli Serdang,Taman Air Percut,4,1664,Taman,3.722768316,98.73441588
Sumatra,Sumatera Utara,Deli Serdang,Wisata Sejahtera,4.3,148,Air,3.519927186,98.52361571
Sumatra,Sumatera Utara,Deli Serdang,Wisata Sawah Pematang Johar,4.3,1213,Taman,3.703582602,98.71724974
Sumatra,Sumatera Utara,Deli Serdang,Pemandian Alam Babar Sari,4.2,572,Air,3.444535637,98.54902159
Sumatra,Sumatera Utara,Deli Serdang,Pemandian Alam Gantang Rani,4.3,386,Air,3.356114318,98.58816039
Sumatra,Sumatera Utara,Deli Serdang,Air Terjun Betala,4.2,234,Air,3.349945087,98.66643798
Sumatra,Sumatera Utara,Deli Serdang,Wisata Alam Peken Tebu,4.5,117,Air,3.332122648,98.5641278
Sumatra,Sumatera Utara,Deli Serdang,Cave And Hot Springs Goa Ergendang Deli serdang Sumatra utara Indonesia,4.3,1046,Air,3.311557894,98.65133178
Sumatra,Sumatera Utara,Deli Serdang,Air Terjun Lau Lutih Tanjung Raja,4.3,254,Air,3.159365615,98.68978392
Sumatra,Sumatera Utara,Deli Serdang,HAiros Water Park,4.4,4998,Air,3.495097375,98.61012998
Sumatra,Sumatera Utara,Deli Serdang,Bukit Barisan Golf Course,4.4,268,Taman,3.500265335,98.57114566
Sumatra,Sumatera Utara,Deli Serdang,Air TERJUN SIMEMPAR,4.7,10,Air,3.124567126,98.6573084
Sumatra,Sumatera Utara,Deli Serdang,Wisata Rohani Gua Maria,2.6,5,Religi,3.345706749,98.66886101
Sumatra,Sumatera Utara,Humbang Hasundutan,Sipinsur Park Geosite and Pine Forest,4.6,4838,Taman,2.332607386,98.88082442
Sumatra,Sumatera Utara,Humbang Hasundutan,Air Terjun Janji,4.6,1206,Air,2.344270639,98.81559309
Sumatra,Sumatera Utara,Humbang Hasundutan,Bukit Inspirasi,4,9,Bukit,2.242340775,98.79512064
Sumatra,Sumatera Utara,Humbang Hasundutan,Air Terjun Simangira,4.1,17,Air,2.300558795,98.7960917
Sumatra,Sumatera Utara,Humbang Hasundutan,BATU HUNDUL-HUNDULAN,4.2,20,Monumen,2.322083112,98.82434248
Sumatra,Sumatera Utara,Humbang Hasundutan,Istana Raja Sisingamangaraja,4.6,480,Monumen,2.306303146,98.81198287
Sumatra,Sumatera Utara,Humbang Hasundutan,Bakkara Village,4.8,28,Bukit,2.310852165,98.80857636
Sumatra,Sumatera Utara,Humbang Hasundutan,Monumen Borsak Sirumonggur,4.6,26,Monumen,2.362964754,98.81678268
Sumatra,Sumatera Utara,Humbang Hasundutan,Air Terjun Simolap,4.8,10,Air,2.271902322,98.51856186
Sumatra,Sumatera Utara,Humbang Hasundutan,Tombak Sulusulu,4.5,147,Taman,2.308294788,98.8060867
Sumatra,Sumatera Utara,Humbang Hasundutan,Air Terjun Pollung,4.2,13,Air,2.131680399,98.54436963
Sumatra,Sumatera Utara,Humbang Hasundutan,Air Terjun Sigota-gota Sipultak Hoda,4.7,23,Air,2.355752807,98.80537867
Sumatra,Sumatera Utara,Humbang Hasundutan,Batu Maranak,4.5,10,Bukit,2.371500133,98.81913914
Sumatra,Sumatera Utara,Humbang Hasundutan,Dolok Pesona Panoguan Solu,4.4,78,Taman,2.337212809,98.86369704
Sumatra,Sumatera Utara,Humbang Hasundutan,Bakkara Village,4.8,28,Bukit,2.31165631,98.80825041
Sumatra,Sumatera Utara,Humbang Hasundutan,Tao Toba Sipinsur Waterpark,4.3,28,Air,2.327169938,98.88019054
Sumatra,Sumatera Utara,Humbang Hasundutan,Sipinsur Park Geosite and Pine Forest,4.6,4838,Bukit,2.329196014,98.88137071
Sumatra,Sumatera Utara,Humbang Hasundutan,Tuan Nagani Paradise,4.3,258,Taman,2.248203365,98.67324334
Sumatra,Sumatera Utara,Karo,Taman Alam Lumbini,4.4,3792,Religi,3.1973211,98.5409773
Sumatra,Sumatera Utara,Karo,Danau Lau Kawar,4.3,719,Air,3.198719,98.3803887
